PLAYER,TEAM,YEAR,GP,MIN,PTS,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV
Chauncey Billups,DET,2004,80,35.8,16.5,5.1,11.4,2.1,4.8,4.3,4.8,0.6,2.8,5.8,1.0,0.1,2.3
Bobby Simmons,LAC,2004,75,37.3,16.4,6.3,13.6,0.7,1.5,3.1,3.6,1.7,4.2,2.7,1.4,0.2,1.8
Manu Ginobili,SAS,2004,74,29.6,16.0,5.0,10.5,1.3,3.5,4.8,6.0,1.0,3.4,3.9,1.6,0.4,2.3
Ricky Davis,BOS,2004,82,32.9,16.0,5.9,12.7,0.7,2.2,3.5,4.3,0.8,2.2,3.0,1.1,0.3,2.5
Damon Stoudamire,POR,2004,81,34.1,15.8,5.6,14.4,2.2,6.0,2.2,2.5,0.7,3.1,5.7,1.1,0.0,2.0
Kirk Hinrich,CHI,2004,77,36.4,15.7,5.8,14.6,1.9,5.3,2.2,2.8,0.4,3.5,6.4,1.6,0.3,2.3
Steve Nash,PHX,2004,75,34.3,15.5,5.7,11.4,1.3,2.9,2.8,3.2,0.8,2.6,11.5,1.0,0.1,3.3
Kenyon Martin,DEN,2004,70,32.5,15.5,6.3,13.0,0.0,0.2,2.8,4.4,2.1,5.2,2.4,1.4,1.1,2.1
Caron Butler,LAL,2004,77,35.7,15.5,5.7,12.9,0.5,1.6,3.6,4.1,1.9,3.9,1.9,1.4,0.3,1.6
Wally Szczerbiak,MIN,2004,81,31.6,15.5,5.7,11.3,0.8,2.1,3.2,3.8,1.0,2.7,2.4,0.5,0.2,1.6
Troy Murphy,GSW,2004,70,33.9,15.4,5.6,13.5,0.8,2.1,3.3,4.6,3.6,7.2,1.4,0.8,0.5,1.5
Emeka Okafor,CHA,2004,73,35.6,15.1,6.1,13.7,0.0,0.0,2.9,4.7,3.8,7.1,0.9,0.8,1.7,1.7
Ben Gordon,CHI,2004,82,24.4,15.1,5.3,12.9,1.6,4.0,2.8,3.3,0.7,2.0,2.0,0.6,0.1,2.3
Quentin Richardson,PHX,2004,79,35.9,14.9,5.2,13.2,2.9,8.0,1.7,2.3,1.2,4.9,2.0,1.2,0.3,1.3
Tayshaun Prince,DET,2004,82,37.0,14.7,5.7,11.7,0.6,1.7,2.7,3.3,1.6,3.7,3.0,0.7,0.9,1.6
Rasheed Wallace,DET,2004,79,34.0,14.5,5.9,13.4,0.9,3.0,1.7,2.5,2.2,5.9,1.8,0.8,1.5,1.6
Drew Gooden,CLE,2004,82,30.8,14.4,5.7,11.5,0.1,0.3,3.1,3.8,2.5,6.7,1.6,0.9,0.9,1.6
Rafer Alston,TOR,2004,80,34.0,14.2,5.0,12.2,1.7,4.9,2.4,3.2,0.5,3.0,6.4,1.5,0.1,2.1
Matt Harpring,UTA,2004,78,33.2,14.0,5.4,11.0,0.1,0.6,3.1,4.0,2.5,3.6,1.8,0.9,0.2,1.7
Chucky Atkins,LAL,2004,82,35.4,13.6,4.7,11.1,2.1,5.5,2.0,2.5,0.4,2.0,4.4,0.9,0.0,1.8
Andre Miller,DEN,2004,82,34.8,13.6,5.2,10.9,0.1,0.5,3.1,3.7,1.2,2.9,6.9,1.5,0.1,2.7
Mike Miller,MEM,2004,76,30.0,13.4,5.1,10.1,1.8,4.3,1.4,2.0,0.5,3.5,2.9,0.7,0.3,1.7
Mike Dunleavy,GSW,2004,79,32.5,13.4,5.2,11.5,1.4,3.5,1.7,2.2,1.2,4.3,2.6,1.0,0.3,1.7
Primoz Brezec,CHA,2004,72,31.6,13.0,5.4,10.5,0.0,0.0,2.3,3.1,3.1,4.2,1.2,0.5,0.8,1.5
Mehmet Okur,UTA,2004,82,28.1,12.9,4.3,9.2,0.2,0.8,4.0,4.7,2.4,5.1,2.0,0.4,0.8,1.7
Jeff McInnis,CLE,2004,76,34.9,12.8,5.0,12.0,1.2,3.5,1.7,2.1,0.4,1.6,5.1,0.7,0.0,1.5
Latrell Sprewell,MIN,2004,80,30.6,12.8,5.0,12.0,0.9,2.6,2.0,2.4,0.8,2.4,2.2,0.7,0.3,1.6
Eddie Jones,MIA,2004,80,35.5,12.7,4.4,10.3,1.8,4.8,2.2,2.7,0.5,4.6,2.7,1.1,0.5,1.2
Josh Howard,DAL,2004,76,32.2,12.6,5.0,10.4,0.4,1.5,2.2,3.1,2.2,4.1,1.4,1.5,0.6,1.6
Morris Peterson,TOR,2004,82,30.6,12.5,4.3,10.3,1.6,4.1,2.3,2.8,0.9,3.3,2.1,1.1,0.2,1.1
Dan Dickau,NOH,2004,71,29.4,12.5,4.3,10.6,1.2,3.5,2.7,3.2,0.5,2.1,4.9,1.1,0.1,2.0
Kenny Thomas,SAC,2004,73,29.7,12.4,5.0,10.7,0.0,0.1,2.4,3.1,2.5,4.8,2.1,0.9,0.2,1.8
Jason Terry,DAL,2004,80,30.0,12.4,4.7,9.3,1.3,3.1,1.8,2.2,0.5,1.9,5.4,1.4,0.2,1.8
Earl Boykins,DEN,2004,82,26.4,12.4,4.1,10.0,0.7,2.0,3.4,3.7,0.5,1.3,4.5,1.0,0.1,1.5
Tim Thomas,NYK,2004,71,27.3,12.0,4.4,10.1,1.2,2.9,1.9,2.4,0.6,2.7,1.5,0.6,0.2,1.6
Dwight Howard,ORL,2004,82,32.6,12.0,4.3,8.3,0.0,0.0,3.4,5.0,3.5,6.5,0.9,0.9,1.7,2.0
Marc Jackson,PHI,2004,81,24.4,12.0,4.2,9.0,0.0,0.0,3.6,4.3,2.3,2.7,1.0,0.4,0.2,1.6
Derek Fisher,GSW,2004,74,30.0,11.9,4.0,10.2,1.5,3.9,2.4,2.7,0.5,2.4,4.1,1.0,0.1,1.7
David Wesley,HOU,2004,80,34.7,11.9,4.2,10.5,1.5,3.9,2.0,2.4,0.5,2.4,3.3,1.2,0.1,1.4
Mike James,HOU,2004,74,25.1,11.8,4.5,10.1,1.4,3.5,1.5,2.0,0.5,2.3,3.6,0.9,0.1,1.4
Damon Jones,MIA,2004,82,31.4,11.6,4.0,8.9,2.7,6.4,0.8,1.0,0.2,2.6,4.3,0.5,0.1,1.2
Ruben Patterson,POR,2004,70,28.0,11.6,4.6,8.6,0.0,0.4,2.4,4.0,1.8,2.1,2.0,1.5,0.3,2.0
Kyle Korver,PHI,2004,82,32.5,11.5,3.9,9.3,2.8,6.8,1.0,1.2,0.5,4.1,2.2,1.3,0.4,1.3
Kurt Thomas,NYK,2004,80,35.7,11.5,5.3,11.3,0.0,0.1,0.8,1.1,2.1,8.3,2.0,0.9,1.0,1.2
Gary Payton,BOS,2004,77,33.0,11.3,4.4,9.4,0.5,1.7,2.0,2.6,0.6,2.4,6.1,1.1,0.2,1.9
Tyronn Lue,ATL,2004,70,28.7,11.2,4.2,9.3,0.8,2.2,2.0,2.4,0.2,1.9,4.6,0.5,0.0,1.5
Antonio Daniels,SEA,2004,75,27.0,11.2,3.6,8.3,0.7,2.2,3.3,4.1,0.3,2.0,4.1,0.7,0.0,1.0
Gerald Wallace,CHA,2004,70,30.7,11.1,4.1,9.1,0.2,0.9,2.7,4.1,1.7,3.8,2.0,1.7,1.3,2.3
Raef LaFrentz,BOS,2004,80,27.5,11.1,4.3,8.6,1.0,2.8,1.5,1.9,1.9,5.0,1.2,0.5,1.2,0.9
Joe Smith,MIL,2004,74,30.6,11.0,4.3,8.4,0.0,0.0,2.4,3.1,2.4,4.9,0.9,0.6,0.5,1.1
Udonis Haslem,MIA,2004,80,33.4,10.9,4.3,8.0,0.0,0.1,2.2,2.8,3.0,6.1,1.4,0.8,0.5,1.4
P.J. Brown,NOH,2004,82,34.4,10.8,4.1,9.2,0.0,0.0,2.6,3.0,3.2,5.7,2.2,0.9,0.6,1.2
Fred Jones,IND,2004,77,29.5,10.6,3.6,8.4,1.1,3.0,2.3,2.7,0.4,2.7,2.5,0.8,0.4,1.5
Corliss Williamson,SAC,2004,72,21.2,10.3,3.8,8.1,0.0,0.0,2.7,3.4,1.4,2.2,1.1,0.5,0.2,1.2
JR Smith,NOH,2004,76,24.4,10.3,3.9,9.8,1.1,3.7,1.5,2.1,0.5,1.5,1.9,0.7,0.1,1.4
Mo Williams,MIL,2004,80,28.2,10.2,4.0,9.2,0.4,1.2,1.7,2.0,0.6,2.4,6.1,0.9,0.1,2.5
Jason Williams,MEM,2004,71,27.5,10.1,3.7,9.1,1.5,4.6,1.1,1.4,0.3,1.5,5.6,1.1,0.1,1.8
Josh Childress,ATL,2004,80,29.7,10.1,3.8,8.0,0.2,0.7,2.4,2.9,2.4,3.6,1.9,0.9,0.4,1.3
Luke Ridnour,SEA,2004,82,31.4,10.0,3.6,9.0,0.8,2.2,1.9,2.2,0.7,1.8,5.9,1.1,0.3,1.8
Nenad Krstic,NJN,2004,75,26.2,10.0,3.7,7.6,0.0,0.0,2.5,3.4,2.1,3.2,1.0,0.4,0.8,1.5
Shane Battier,MEM,2004,80,31.5,9.9,3.4,7.7,0.9,2.2,2.3,2.9,2.0,3.2,1.6,1.1,1.0,0.9
Chris Mihm,LAL,2004,75,24.9,9.8,3.7,7.4,0.0,0.0,2.3,3.4,2.6,4.1,0.7,0.2,1.4,1.5
Ben Wallace,DET,2004,74,36.1,9.7,4.0,8.8,0.0,0.1,1.8,4.1,3.9,8.2,1.7,1.4,2.4,1.1
Josh Smith,ATL,2004,74,27.7,9.7,3.7,8.1,0.1,0.3,2.2,3.2,2.0,4.2,1.7,0.8,1.9,1.8
Keith Bogans,CHA,2004,74,24.2,9.6,3.5,9.3,0.8,2.3,1.8,2.5,1.0,2.0,1.8,0.9,0.1,1.6
Lorenzen Wright,MEM,2004,80,28.6,9.6,4.0,8.5,0.0,0.0,1.6,2.5,2.2,5.5,1.1,0.7,0.9,1.3
Antonio McDyess,DET,2004,77,23.3,9.6,4.0,7.8,0.0,0.0,1.6,2.5,2.3,4.0,0.9,0.6,0.7,1.2
Jason Hart,CHA,2004,74,25.5,9.5,3.5,7.7,0.5,1.3,2.1,2.7,0.2,2.5,5.0,1.3,0.2,1.4
Nazr Mohammed,SAS,2004,77,25.1,9.5,3.8,7.8,0.0,0.0,2.0,2.9,3.2,4.4,0.4,0.8,1.1,1.4
Mark Blount,BOS,2004,82,26.0,9.4,4.0,7.5,0.0,0.0,1.4,2.0,1.7,3.1,1.6,0.4,0.8,1.9
Andre Iguodala,PHI,2004,82,32.8,9.0,3.3,6.7,0.6,1.7,1.9,2.6,1.1,4.6,3.0,1.7,0.6,1.7
Austin Croshere,IND,2004,73,25.1,8.9,2.6,6.8,0.6,2.4,3.1,3.5,1.4,3.7,1.3,0.7,0.2,1.4
Gordan Giricek,UTA,2004,81,20.5,8.8,3.5,7.8,0.5,1.3,1.4,1.7,0.3,1.9,1.7,0.6,0.1,1.1
Troy Hudson,MIN,2004,79,21.9,8.7,3.4,8.4,1.1,3.3,0.9,1.1,0.2,1.1,3.6,0.3,0.1,1.4
Jameer Nelson,ORL,2004,79,20.4,8.7,3.6,7.9,0.6,1.8,0.9,1.4,0.7,1.8,3.0,1.0,0.0,1.5
Jason Kapono,CHA,2004,81,18.4,8.5,3.3,8.3,1.0,2.4,0.9,1.0,0.4,1.6,0.8,0.5,0.1,0.6
Michael Sweetney,NYK,2004,77,19.6,8.4,3.1,5.8,0.0,0.0,2.3,3.1,2.2,3.2,0.6,0.4,0.4,1.4
Predrag Drobnjak,ATL,2004,71,20.2,8.4,3.4,7.6,0.4,1.0,1.4,1.7,1.0,2.3,0.7,0.6,0.3,1.1
Andres Nocioni,CHI,2004,81,23.4,8.4,3.0,7.4,0.3,1.2,2.1,2.7,0.9,3.9,1.5,0.5,0.4,1.7
Bruce Bowen,SAS,2004,82,32.0,8.2,3.1,7.3,1.2,3.1,0.9,1.4,0.6,2.9,1.5,0.7,0.5,0.7
Samuel Dalembert,PHI,2004,72,24.8,8.2,3.5,6.6,0.0,0.0,1.2,2.1,2.6,4.9,0.5,0.6,1.7,1.6
Othella Harrington,CHI,2004,70,18.2,8.0,3.1,6.1,0.0,0.0,1.8,2.5,1.5,2.7,0.8,0.3,0.3,1.2
Tyson Chandler,CHI,2004,80,27.4,8.0,2.6,5.2,0.0,0.0,2.8,4.2,3.3,6.4,0.8,0.9,1.8,1.5
Earl Watson,MEM,2004,80,22.6,7.7,3.0,6.9,0.7,2.0,1.1,1.7,0.4,1.6,4.5,1.0,0.2,2.1
Jumaine Jones,LAL,2004,76,24.1,7.6,2.8,6.4,1.3,3.4,0.7,1.0,1.4,3.8,0.9,0.6,0.3,0.6
Eddie Griffin,MIN,2004,70,21.3,7.5,2.9,7.5,1.0,2.9,0.8,1.1,1.8,4.6,0.8,0.3,1.7,0.8
Clifford Robinson,NJN,2004,71,23.8,7.5,2.8,7.4,0.9,2.7,0.9,1.4,0.8,2.2,1.5,0.9,0.7,0.9
Darius Songaila,SAC,2004,81,20.6,7.5,3.2,6.0,0.0,0.0,1.2,1.4,1.5,2.7,1.4,0.6,0.2,0.9
Brent Barry,SAS,2004,81,21.5,7.4,2.4,5.7,1.2,3.5,1.4,1.7,0.4,2.0,2.2,0.5,0.2,0.8
Dan Gadzuric,MIL,2004,81,22.0,7.3,3.0,5.6,0.0,0.0,1.3,2.5,3.2,5.1,0.4,0.6,1.3,1.0
Melvin Ely,CHA,2004,79,20.9,7.3,2.9,6.7,0.0,0.0,1.5,2.7,1.8,2.3,1.0,0.4,0.9,1.5
Matt Bonner,TOR,2004,82,19.0,7.2,3.0,5.6,0.5,1.1,0.7,0.9,1.3,2.2,0.6,0.5,0.2,0.5
DerMarr Johnson,DEN,2004,71,17.4,7.1,2.6,5.2,0.7,2.1,1.1,1.4,0.6,1.5,1.1,0.6,0.3,0.9
Malik Rose,NYK,2004,76,19.4,7.0,2.6,5.8,0.0,0.1,1.8,2.4,1.7,2.8,0.8,0.6,0.2,1.3
Antonio Davis,CHI,2004,72,25.6,7.0,2.7,5.8,0.0,0.0,1.6,2.1,2.1,3.8,1.1,0.4,0.6,1.3
Bostjan Nachbar,NOH,2004,71,18.9,7.0,2.3,5.8,1.1,2.8,1.4,1.6,0.3,2.2,1.0,0.4,0.2,1.0
Jared Jeffries,WAS,2004,77,26.1,6.8,2.6,5.6,0.2,0.7,1.3,2.2,2.0,2.9,2.0,0.9,0.5,1.5
Travis Best,NJN,2004,76,19.2,6.8,2.5,5.9,0.3,1.1,1.4,1.6,0.3,1.2,1.9,0.9,0.1,0.9
Al Jefferson,BOS,2004,71,14.8,6.7,2.7,5.2,0.0,0.0,1.2,1.9,1.7,2.7,0.3,0.3,0.8,0.9
Trenton Hassell,MIN,2004,82,25.2,6.6,2.7,5.8,0.0,0.1,1.1,1.4,1.0,1.7,1.6,0.4,0.4,0.8
Carlos Arroyo,DET,2004,70,10.1,6.6,2.4,6.1,0.1,0.4,1.7,2.1,0.4,1.1,4.0,0.6,0.1,1.5
Casey Jacobsen,NOH,2004,84,21.5,6.5,2.0,4.9,0.8,2.1,1.8,2.3,0.4,1.6,1.3,0.4,0.1,0.8
Jiri Welsch,CLE,2004,71,18.6,6.5,2.1,5.2,0.5,1.5,1.8,2.4,0.4,2.0,1.5,0.6,0.1,1.0
Joel Przybilla,POR,2004,76,24.4,6.4,2.6,4.4,0.0,0.0,1.2,2.3,2.3,5.4,1.0,0.3,2.1,1.3
Tony Allen,BOS,2004,77,16.4,6.4,2.4,5.0,0.2,0.4,1.5,2.0,1.1,1.8,0.8,1.0,0.3,1.0
Jason Collins,NJN,2004,80,31.8,6.4,2.3,5.6,0.0,0.1,1.7,2.6,1.9,4.2,1.3,0.9,0.9,1.1
Brian Cook,LAL,2004,72,15.1,6.4,2.4,5.9,1.1,2.8,0.4,0.5,0.9,2.1,0.5,0.3,0.4,0.4
Zaza Pachulia,MIL,2004,74,18.9,6.2,2.2,4.8,0.0,0.0,1.9,2.5,1.8,3.3,0.8,0.6,0.5,0.9
Greg Buckner,DEN,2004,70,21.7,6.2,2.3,4.3,0.7,1.7,0.9,1.2,0.9,2.0,1.9,1.1,0.1,0.7
Robert Horry,SAS,2004,75,18.6,6.0,2.1,5.0,0.7,1.8,1.1,1.5,1.2,2.4,1.1,0.9,0.8,0.9
Chris Duhon,CHI,2004,82,26.6,5.9,2.1,6.0,1.1,3.2,0.6,0.8,0.3,2.3,4.9,1.0,0.0,1.5
Ira Newble,CLE,2004,74,24.8,5.9,2.5,5.7,0.3,0.7,0.7,0.9,1.1,1.9,1.2,0.7,0.2,0.8
Beno Udrih,SAS,2004,80,14.4,5.9,2.2,4.9,0.7,1.8,0.8,1.1,0.2,0.8,1.9,0.5,0.1,1.0
Rasho Nesterovic,SAS,2004,70,25.5,5.9,2.8,6.1,0.0,0.0,0.2,0.4,2.6,3.9,1.0,0.4,1.7,1.0
Trevor Ariza,NYK,2004,80,17.3,5.9,2.2,4.9,0.0,0.2,1.5,2.2,1.1,1.9,1.1,0.9,0.2,0.9
Milt Palacio,TOR,2004,80,19.2,5.8,2.2,4.9,0.0,0.2,1.4,1.9,0.3,1.4,3.5,0.6,0.2,1.3
Fred Hoiberg,MIN,2004,76,16.7,5.8,1.8,3.7,0.9,1.9,1.2,1.3,0.4,2.0,1.1,0.7,0.2,0.3
Jason Collier,ATL,2004,70,13.5,5.7,2.5,5.4,0.1,0.2,0.7,1.0,1.2,1.4,0.3,0.2,0.2,0.9
Devin Harris,DAL,2004,76,15.4,5.7,2.1,4.8,0.6,1.7,1.0,1.4,0.4,1.0,2.2,1.0,0.3,1.1
Nick Collison,SEA,2004,82,17.0,5.6,2.3,4.3,0.0,0.0,1.0,1.4,1.9,2.7,0.4,0.4,0.6,0.8
Howard Eisley,UTA,2004,74,19.4,5.6,2.2,5.5,0.4,1.4,0.9,1.1,0.2,1.0,3.4,0.6,0.1,1.5
Robert Traylor,CLE,2004,74,17.9,5.5,2.4,5.4,0.0,0.1,0.7,1.4,1.8,2.6,0.8,0.7,0.7,1.0
Rick Brunson,LAC,2004,80,24.3,5.5,2.1,5.5,0.6,1.6,0.7,0.9,0.3,2.1,5.1,1.0,0.1,1.6
Mikki Moore,LAC,2004,74,15.9,5.4,1.9,3.9,0.0,0.1,1.4,1.8,1.3,2.0,0.6,0.3,0.4,0.9
Jacque Vaughn,NJN,2004,71,19.9,5.3,2.1,4.6,0.1,0.2,1.1,1.3,0.2,1.3,1.9,0.6,0.0,0.9
Keyon Dooling,MIA,2004,74,16.0,5.2,1.9,4.7,0.3,1.0,1.1,1.5,0.1,1.1,1.8,0.5,0.1,0.9
Quinton Ross,LAC,2004,78,21.2,5.1,2.1,4.8,0.0,0.1,0.9,1.4,0.8,1.9,1.4,0.7,0.3,0.7
James Jones,IND,2004,75,17.7,4.9,1.7,4.2,0.9,2.2,0.7,0.8,0.5,1.8,0.8,0.4,0.4,0.6
Jerome James,SEA,2004,80,16.6,4.9,2.2,4.3,0.0,0.0,0.6,0.8,1.0,2.0,0.2,0.3,1.4,1.1
Reggie Evans,SEA,2004,79,23.8,4.9,1.7,3.5,0.0,0.0,1.6,3.0,3.2,6.1,0.7,0.7,0.2,1.3
Tony Battie,ORL,2004,81,23.4,4.9,2.0,4.4,0.0,0.1,0.8,1.2,1.3,4.2,0.5,0.4,1.0,1.0
Marcus Banks,BOS,2004,81,14.1,4.6,1.4,3.5,0.3,0.7,1.5,2.0,0.4,1.2,1.9,0.8,0.2,1.0
Steven Hunter,PHX,2004,76,13.8,4.6,1.8,2.9,0.0,0.0,1.0,2.1,1.3,1.7,0.2,0.1,1.3,0.6
Pat Garrity,ORL,2004,71,13.4,4.6,1.7,4.3,0.7,2.1,0.4,0.5,0.3,1.5,0.4,0.3,0.1,0.4
Jerome Williams,NYK,2004,79,15.3,4.5,1.5,3.1,0.0,0.1,1.5,2.2,1.5,2.1,0.5,0.7,0.1,0.8
Adonal Foyle,GSW,2004,78,21.8,4.5,2.0,4.0,0.0,0.0,0.5,0.9,2.1,3.4,0.7,0.3,2.0,0.7
Bryon Russell,DEN,2004,70,14.6,4.4,1.4,3.6,0.8,2.1,0.9,1.1,0.7,1.7,1.0,0.6,0.2,0.5
Tierre Brown,LAL,2004,76,14.0,4.4,1.6,4.6,0.3,0.9,0.8,1.0,0.3,0.9,2.0,0.4,0.0,1.0
Lucious Harris,CLE,2004,73,15.4,4.3,1.6,4.1,0.3,0.9,0.8,0.9,0.5,1.1,0.7,0.4,0.1,0.4
Dikembe Mutombo,HOU,2004,80,15.1,4.0,1.4,2.7,0.0,0.0,1.3,1.8,1.9,3.5,0.1,0.2,1.3,0.6
Michael Doleac,MIA,2004,80,14.7,4.0,1.9,4.1,0.0,0.0,0.3,0.5,0.9,2.3,0.6,0.3,0.3,0.5
Eric Snow,CLE,2004,81,22.7,4.0,1.5,4.0,0.2,0.6,0.7,1.0,0.5,1.5,3.9,0.8,0.2,1.1
Lindsey Hunter,DET,2004,76,15.0,3.8,1.4,4.0,0.3,1.1,0.6,0.8,0.5,1.1,1.7,0.9,0.2,0.9
Eddie Gill,IND,2004,73,14.0,3.7,1.1,3.3,0.5,1.6,1.0,1.1,0.2,1.3,1.1,0.8,0.1,0.8
Walter McCarty,PHX,2004,72,12.6,3.6,1.3,3.3,0.8,2.2,0.2,0.4,0.4,1.5,0.5,0.3,0.2,0.5
Alan Henderson,DAL,2004,78,15.4,3.5,1.5,2.8,0.0,0.0,0.5,1.0,2.1,2.4,0.3,0.4,0.5,0.6
Shawn Bradley,DAL,2004,77,11.5,2.7,1.1,2.4,0.0,0.0,0.6,0.8,0.9,1.9,0.2,0.3,0.8,0.4
Michael Ruffin,WAS,2004,79,16.0,1.4,0.5,1.3,0.0,0.0,0.4,0.8,2.0,2.2,0.8,0.5,0.5,0.6
Kobe Bryant,LAL,2005,80,41.0,35.4,12.2,27.2,2.3,6.5,8.7,10.2,0.9,4.4,4.5,1.8,0.4,3.1
Allen Iverson,PHI,2005,72,43.1,33.0,11.3,25.3,1.0,3.1,9.4,11.5,0.6,2.6,7.4,1.9,0.1,3.4
LeBron James,CLE,2005,79,42.5,31.4,11.1,23.1,1.6,4.8,7.6,10.3,0.9,6.1,6.6,1.6,0.8,3.3
Gilbert Arenas,WAS,2005,80,42.3,29.3,9.3,20.9,2.5,6.8,8.2,10.0,0.7,2.8,6.1,2.0,0.3,3.7
Dwyane Wade,MIA,2005,75,38.6,27.2,9.3,18.8,0.2,1.0,8.4,10.7,1.4,4.3,6.7,1.9,0.8,3.6
Paul Pierce,BOS,2005,79,39.0,26.8,8.7,18.5,1.4,4.0,7.9,10.3,1.0,5.7,4.7,1.4,0.4,3.5
Dirk Nowitzki,DAL,2005,81,38.1,26.6,9.3,19.3,1.4,3.3,6.7,7.4,1.4,7.6,2.8,0.7,1.0,1.9
Carmelo Anthony,DEN,2005,80,36.8,26.5,9.5,19.7,0.5,1.9,7.2,8.9,1.5,3.4,2.7,1.1,0.5,2.7
Michael Redd,MIL,2005,80,39.1,25.4,8.5,19.0,2.0,5.2,6.3,7.1,1.0,3.3,2.9,1.2,0.1,2.1
Ray Allen,SEA,2005,78,38.7,25.1,8.7,19.2,3.4,8.4,4.2,4.6,0.9,3.3,3.7,1.3,0.2,2.4
Elton Brand,LAC,2005,79,39.2,24.7,9.6,18.2,0.0,0.0,5.6,7.2,3.0,7.0,2.6,1.0,2.5,2.2
Vince Carter,NJN,2005,79,36.8,24.2,8.3,19.2,1.6,4.6,6.1,7.6,1.7,4.1,4.3,1.2,0.7,2.7
Jason Richardson,GSW,2005,75,38.4,23.2,8.5,19.2,2.4,6.4,3.7,5.5,1.4,4.4,3.1,1.3,0.5,2.2
Chris Bosh,TOR,2005,70,39.3,22.5,7.8,15.5,0.0,0.2,6.8,8.3,2.9,6.3,2.6,0.7,1.1,2.2
Shawn Marion,PHX,2005,81,40.3,21.8,8.8,16.9,1.2,3.6,3.0,3.7,3.1,8.8,1.8,2.0,1.7,1.5
Kevin Garnett,MIN,2005,76,38.9,21.8,8.2,15.7,0.1,0.4,5.2,6.4,2.8,9.9,4.1,1.4,1.4,2.4
Mike Bibby,SAC,2005,82,38.6,21.1,7.3,16.9,2.3,6.1,4.2,4.9,0.4,2.6,5.4,1.0,0.1,2.4
Antawn Jamison,WAS,2005,82,40.1,20.5,8.0,18.2,1.8,4.5,2.6,3.6,2.0,7.3,1.9,1.1,0.1,1.7
Pau Gasol,MEM,2005,80,39.2,20.4,7.5,14.9,0.0,0.2,5.3,7.7,2.4,6.5,4.6,0.6,1.9,2.9
Mike James,TOR,2005,79,37.0,20.3,7.3,15.5,2.1,4.8,3.6,4.3,0.6,2.7,5.8,0.9,0.0,2.6
Chris Webber,PHI,2005,75,38.6,20.2,8.2,19.0,0.3,1.0,3.5,4.6,2.5,7.4,3.4,1.4,0.8,2.4
Joe Johnson,ATL,2005,82,40.7,20.2,7.7,17.0,1.6,4.4,3.2,4.0,1.2,2.9,6.5,1.3,0.4,3.3
Richard Hamilton,DET,2005,80,35.3,20.1,8.1,16.5,0.7,1.5,3.2,3.8,1.1,2.2,3.4,0.7,0.2,2.2
Rashard Lewis,SEA,2005,78,36.9,20.1,6.9,14.8,1.8,4.7,4.5,5.5,1.4,3.6,2.3,1.3,0.6,1.8
Richard Jefferson,NJN,2005,78,39.2,19.5,6.3,12.9,0.8,2.4,6.0,7.4,1.2,5.6,3.8,0.8,0.2,2.2
Ricky Davis,MIN,2005,78,41.1,19.4,7.5,16.7,0.9,3.1,3.5,4.4,0.8,3.7,5.1,1.2,0.2,2.7
Wally Szczerbiak,BOS,2005,72,37.9,19.0,6.8,14.1,1.4,3.5,3.9,4.3,1.1,3.3,3.0,0.6,0.3,1.9
Tony Parker,SAS,2005,80,33.9,18.9,7.8,14.2,0.1,0.5,3.2,4.5,0.5,2.8,5.8,1.0,0.1,3.1
Steve Nash,PHX,2005,79,35.4,18.8,6.8,13.4,1.9,4.3,3.3,3.5,0.6,3.6,10.5,0.8,0.2,3.5
Al Harrington,ATL,2005,76,36.6,18.6,7.3,16.1,0.9,2.5,3.2,4.6,1.7,5.1,3.1,1.1,0.2,2.6
Tim Duncan,SAS,2005,80,34.8,18.6,7.2,14.8,0.0,0.1,4.2,6.7,2.9,8.1,3.2,0.9,2.0,2.5
Chauncey Billups,DET,2005,81,36.1,18.5,5.2,12.5,2.3,5.2,5.7,6.4,0.5,2.6,8.6,0.9,0.1,2.1
Peja Stojakovic,IND,2005,71,36.6,18.2,6.3,14.3,2.3,5.7,3.4,3.7,1.1,4.7,1.9,0.6,0.1,1.5
Zach Randolph,POR,2005,74,34.4,18.0,7.2,16.6,0.2,0.7,3.3,4.6,2.6,5.4,1.9,0.8,0.2,2.2
Mehmet Okur,UTA,2005,82,35.9,18.0,6.3,13.8,1.0,2.9,4.3,5.5,2.6,6.5,2.4,0.5,0.9,2.0
Caron Butler,WAS,2005,75,36.1,17.6,6.6,14.5,0.5,1.6,3.9,4.4,1.5,4.7,2.5,1.7,0.2,2.3
Sam Cassell,LAC,2005,78,34.0,17.2,6.3,14.3,0.9,2.4,3.7,4.3,0.5,3.2,6.3,0.9,0.1,2.2
Jason Terry,DAL,2005,80,35.0,17.1,6.5,13.7,2.1,5.2,2.1,2.6,0.4,1.6,3.8,1.3,0.3,1.7
David West,NOK,2005,74,34.1,17.1,7.2,14.0,0.0,0.1,2.7,3.2,2.3,5.1,1.2,0.8,0.9,1.4
Ben Gordon,CHI,2005,80,31.0,16.9,6.1,14.4,2.1,4.8,2.6,3.4,0.5,2.2,3.0,0.9,0.1,2.3
Morris Peterson,TOR,2005,82,38.3,16.8,5.8,13.4,2.2,5.5,2.9,3.6,0.8,3.9,2.3,1.3,0.2,1.5
Stephen Jackson,IND,2005,81,35.9,16.4,5.8,14.2,1.4,4.2,3.3,4.2,0.6,3.3,2.8,1.3,0.5,2.5
